Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA3610026,SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,C,D2,TD,SAN BERNARDINO  ,SWP
CA3610028,MARYGOLD MWC,C,D2,T2,SAN BERNARDINO  ,GW
CA3610029,MONTE VISTA CWD,C,D5,T4,SAN BERNARDINO  ,SWP
CA3610030,MARIANA RANCHOS CWD,C,D2,There are no treatment plants,SAN BERNARDINO  ,GW
CA3610031,MUSCOY MWC NO. 1,C,D2,TD,SAN BERNARDINO  ,GW
CA3610032,"NEEDLES, CITY OF",C,D2,TD,SAN BERNARDINO  ,GW
CA3610033,MT BALDY HOMEOWNERS ASSN.,C,D1,TD,SAN BERNARDINO  ,SW
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,C,D5,T3,SAN BERNARDINO  ,SWP
CA3610036,"CHINO HILLS, CITY OF",C,D5,T2,SAN BERNARDINO  ,SWP
CA3610037,REDLANDS CITY MUD-WATER DIV,C,D5,T5,SAN BERNARDINO  ,SW
CA3610038,"RIALTO, CITY OF",C,D4,T3,SAN BERNARDINO  ,SWP
CA3610039,SAN BERNARDINO CITY,C,D5,T5,SAN BERNARDINO  ,GU
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,C,D5,T5,SAN BERNARDINO  ,SW
CA3610043,GOLDEN STATE WATER CO - BARSTOW,C,D4,T2,SAN BERNARDINO  ,GW
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,C,D3,T1,SAN BERNARDINO  ,GW
CA3610045,LACSD - RIMFOREST,C,D1,There are no treatment plants,SAN BERNARDINO  ,SWP
CA3610046,VALLEY VIEW PARK MWC,C,D1,TD,SAN BERNARDINO  ,SWP
CA3610047,GOLDEN STATE WATER CO - WRIGHTWOOD,C,D3,T1,SAN BERNARDINO  ,GW
CA3610048,TERRACE WATER COMPANY,C,D2,TD,SAN BERNARDINO  ,GW
CA3610049,TWENTYNINE PALMS WATER DISTRICT,C,D4,T2,SAN BERNARDINO  ,GW
CA3610050,"UPLAND, CITY OF",C,D5,T3,SAN BERNARDINO  ,SW
CA3610051,VALLEY OF ENCHANTMENT MWC,C,D2,T1,SAN BERNARDINO  ,SWP
CA3610052,VICTORVILLE WATER DISTRICT,C,D5,T3,SAN BERNARDINO  ,SWP
CA3610053,WESTERN HEIGHTS WATER COMPANY,C,D2,T2,SAN BERNARDINO  ,SWP
CA3610055,YUCAIPA VALLEY WATER DISTRICT,C,D4,T3,SAN BERNARDINO  ,SW
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,C,D3,TD,SAN BERNARDINO  ,GW
CA3610060,BDVWA - GOAT MOUNTAIN ID,C,D2,TD,SAN BERNARDINO  ,GW
CA3610062,RUNNING SPRINGS WATER DISTRICT,C,D2,T2,SAN BERNARDINO  ,SWP
CA3610063,GOLDEN STATE WATER CO - MORONGO DEL SUR,C,D2,T2,SAN BERNARDINO  ,GW
CA3610064,EAST VALLEY WATER DISTRICT,C,D5,T4,SAN BERNARDINO  ,SW
CA3610073,HI DESERT WD,C,D4,T2,SAN BERNARDINO  ,GW
CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,C,D4,T5,SAN BERNARDINO  ,GW
CA3610082,SAN ANTONIO CANYON MSC,C,D1,TD,SAN BERNARDINO  ,GW
CA3610085,SAN ANTONIO WATER COMPANY,C,D3,TD,SAN BERNARDINO  ,GW
CA3610086,WEST END CONSOLIDATED WATER COMPANY,C,D4,TD,SAN BERNARDINO  ,GW
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,C,D1,T2,SAN BERNARDINO  ,SWP
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH,C,D2,TD,SAN BERNARDINO  ,GW
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,C,D2,TD,SAN BERNARDINO  ,GW
CA3610108,GOLDEN STATE WATER CO - LUCERNE,C,D1,TD,SAN BERNARDINO  ,GW
CA3610109,SHEEP CREEK WATER COMPANY,C,D3,TD,SAN BERNARDINO  ,GW
CA3610110,ARROWBEAR PARK CWD,C,D2,T2,SAN BERNARDINO  ,GW
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,C,D3,TD,SAN BERNARDINO  ,GW
CA3610114,CLAWA,C,D3,T3,SAN BERNARDINO  ,SW
CA3610117,DEVORE WC,C,D3,TD,SAN BERNARDINO  ,GW
CA3610118,APPLE VALLEY RANCHOS WATER CO - YERMO,C,D2,TD,SAN BERNARDINO  ,GW
CA3610120,PHELAN PINON HILLS CSD,C,D4,TD,SAN BERNARDINO  ,GW
CA3610121,SBDNO COUNTY SERVICE AREA 64,C,D3,TD,SAN BERNARDINO  ,GW
CA3610125,SBDNO COUNTY SERVICE AREA 70J,C,D4,TD,SAN BERNARDINO  ,GW
CA3610129,MOJAVE WATER AGENCY,C,D4,TD,SAN BERNARDINO  ,GW
CA3610130,CALTRANS - MOUNTAIN PASS JPOE CVEF,NTNC,D1,T1,SAN BERNARDINO  ,GW
CA3610131,CDFA-MOUNTAIN PASS JPOE AIS,NC,D1,TD,SAN BERNARDINO  ,GW
CA3610300,PROVIDENCE MTNS SRA,NC,NR,TD,SAN BERNARDINO  ,GW
CA3610301,NPS - KELSO DEPOT,NC,NR,TD,SAN BERNARDINO  ,GW
CA3610701,USMC NEBO (BARSTOW),C,D2,TD,SAN BERNARDINO  ,GWP
CA3610702,USMC YERMO ANNEX,NTNC,D2,T2,SAN BERNARDINO  ,GW
CA3610703,USMC - 29 PALMS,C,D4,T3,SAN BERNARDINO  ,GW
CA3610705,US ARMY FORT IRWIN,C,D4,T3,SAN BERNARDINO  ,GW
CA3610708,BARSTOW ARMY HELIPORT,NTNC,D1,TD,SAN BERNARDINO  ,GW
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,C,D1,TD,SAN BERNARDINO  ,GW
CA3610801,CDF - PILOT ROCK CONSERVATION CAMP,C,D1,T2,SAN BERNARDINO  ,GW
CA3610850,CALIFORNIA INSTITUTION FOR MEN,C,D3,T4,SAN BERNARDINO  ,GW
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,C,D2,T1,SAN BERNARDINO  ,GWP
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,C,D2,T2,SAN BERNARDINO  ,GW
CA3690001,INLAND EMPIRE UTILITIES AGENCY,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690002,CITY OF SAN BERNARDINO (RIX),NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690003,CITY OF BARSTOW,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690004,"CITY OF RIALTO, UTILITIES",NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690005,ADELANTO PUBLIC UTILITY AUTHORITY,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690006,CITY OF CHINO,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690007,BIG BEAR AREA REGIONAL WASTEWATER AGENCY,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690008,CITY OF CHINO HILLS,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690009,US ARMY-FORT IRWIN,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690010,COUNTY SERVICE AREA-70 - RECLAMATION,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690011,CITY OF ONTARIO - RECLAMATION,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690012,HI DESERT WD - RECYCLED WATER,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690013,VICTOR VALLEY WW RECLAMATION AUTHORITY,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690014,USMC TWENTYNINE PALMS,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690015,RUNNING SPRINGS WATER DISTRICT - RECLAMA,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690016,CUCAMONGA CWD-RECLAMATION,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690017,RIVERSIDE HIGHLAND WATER COMPANY,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690018,CITY OF REDLANDS-RECYCLED WATER PROGRAM,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690019,YUCAIPA VALLEY WATER DIST. RECYCLED WATE,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690020,LAKE ARROWHEAD CSD (RECYCLED WATER),NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690021,CITY OF VICTORVILLE (RECYCLED WATER),NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690022,LYTLE CREEK NORTH RECYCLED WATER,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690023,MONTE VISTA WD - RECYCLED WATER,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690024,CITY OF UPLAND - RECYCLED WATER,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690025,SAN GABRIEL VALLEY WC - FONTANA RW,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690026,EAST VALLEY WD (RECYCLED WATER),NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690027,CRESTLINE CSD,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690028,LOS RANCHOS MOBILE HOME PARK,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690029,HELENDALE CSD-RECYCLED WATER,NP,,There are no treatment plants,SAN BERNARDINO  ,
CA3690031,CITY OF MONTCLAIR,NP,,There are no treatment plants, ,
CA3700001,LEAPIN' LIZARD RV RANCH,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700003,WHISPERING WINDS CATHOLIC CONFERENCE CEN,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700011,LOUIS A. STELZER COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700013,DESCANSO JUNCTION,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700018,CAMPO ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700019,MOUNT LAGUNA WATER SYSTEM,NC,NR,Missing treatment classification in SDWIS,SAN DIEGO  ,GW
CA3700025,CIBBETTS FLATS CAMPGROUND,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700029,DESCANSO FIRE STATION,NC,NR,T1,SAN DIEGO  ,GW
CA3700030,FRY CREEK / OBSERVATORY,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700035,OAK GROVE COMPLEX,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700041,BARRETT LAKE MH AND RV LLC,C,D1,TD,SAN DIEGO  ,GW
CA3700044,AUERBACH FARMS,NC,D1,TD,SAN DIEGO  ,GW
CA3700047,TECATE SUPERMARKET,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700049,POTRERO GENERAL STORE,NC,D1,TD,SAN DIEGO  ,GW
CA3700063,FREEDOM RANCH,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700065,SOUTH BAY ROD & GUN CLUB INC.,NC,D1,TD,SAN DIEGO  ,GW
CA3700071,HEAVENLY OAKS,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700072,WILLIAM HEISE COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700073,H & J WATER COMPANY,C,D1,TD,SAN DIEGO  ,GW
CA3700074,CUYAMACA WATER DISTRICT,C,D1,TD,SAN DIEGO  ,GW
CA3700117,MOUNTAIN EMPIRE HIGH SCHOOL,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700118,CAMP LOCKETT MIDDLE SCHOOL,NTNC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700149,CALVARY CHAPEL JULIAN,NC,D1,T1,SAN DIEGO  ,GW
CA3700174,DIAMOND JACK'S RV RANCH,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700195,BOULEVARD KOA DRINKING WATER,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700235,"THE OAKS VENTURE, LLC",NC,D1,T1,SAN DIEGO  ,GW
CA3700276,OAK KNOLL VILLAGE,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700291,"OCOTILLO OASIS, LLC",C,D1,T1,SAN DIEGO  ,GW
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700782,FALLBROOK KAMP RETREAT,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700846,AGUA CALIENTE COUNTY PARK,NC,NR,TD,SAN DIEGO  ,GW
CA3700847,HODGES RESERVOIR RECREATION AREA,NC,D1,TD,SAN DIEGO  ,GW
CA3700858,SHADY OAKS TRAILER RANCH,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,C,D2,T2,SAN DIEGO  ,GW
CA3700866,DEL DIOS MUTUAL WATER COMPANY,C,D1,TD,SAN DIEGO  ,SWP
CA3700873,THOUSAND TRAILS OAKZANITA INC.,NC,D1,TD,SAN DIEGO  ,GW
CA3700880,CAMP DENVER FOX,NTNC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700895,EL MONTE COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,C,D1,TD,SAN DIEGO  ,GW
CA3700900,LAKE HENSHAW RESORT INC.,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700903,LAKE MORENA COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700905,PINE HILLS MUTUAL WATER COMPANY,C,D1,T2,SAN DIEGO  ,GW
CA3700906,CAMP STEVENS,C,D1,T1,SAN DIEGO  ,GW
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,C,D1,T2,SAN DIEGO  ,GW
CA3700911,WHISPERING OAKS PROGRAM CENTER,NC,D1,T1,SAN DIEGO  ,GW
CA3700912,YMCA CAMP MARSTON/RAINTREE,NTNC,D1,TD,SAN DIEGO  ,GW
CA3700913,APPLE WATER IS GOOD,NC,D1,TD,SAN DIEGO  ,GW
CA3700918,RANCHO SANTA TERESA MW CO.,C,D1,T2,SAN DIEGO  ,GW
CA3700919,LAKE WOHLFORD RESORT,C,D1,T2,SAN DIEGO  ,SW
CA3700922,LIVE OAK SPRINGS WATER SYSTEM,C,D1,TD,SAN DIEGO  ,GW
CA3700923,LAKE MORENA'S OAK SHORES MWC,C,D1,T2,SAN DIEGO  ,GW
CA3700924,LAKE MORENA VIEWS MWC,C,D1,T1,SAN DIEGO  ,GW
CA3700930,POTRERO COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700931,VALLECITO COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,C,D1,TD,SAN DIEGO  ,GW
CA3700934,PAUMA VALLEY WATER COMPANY,C,D2,TD,SAN DIEGO  ,GW
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,C,D1,T1,SAN DIEGO  ,GW
CA3700937,LAZY H MUTUAL WATER COMPANY,C,D1,TD,SAN DIEGO  ,GW
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,C,D2,T3,SAN DIEGO  ,SW
CA3700953,TECATE VISTA MUTUAL WATER COMPANY,NTNC,D1,TD,SAN DIEGO  ,GW
CA3700958,LOS TULES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700959,WARNER SPRINGS RANCH RESORT LLC,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700962,OAKVALE PARK,C,D1,T2,SAN DIEGO  ,GW
CA3700963,POTRERO ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700968,SAN PASQUAL ACADEMY,C,D1,T1,SAN DIEGO  ,GW
CA3700970,YOGA CENTER RETREAT,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701005,SPENCER VALLEY SCHOOL DISTRICT,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701010,WARNER UNIFIED SCHOOL DISTRICT,NTNC,D1,T1,SAN DIEGO  ,GW
CA3701021,"CALTRANS, BUCKMAN SPRINGS REST AREA",NC,NR,TD,SAN DIEGO  ,GW
CA3701070,PINECREST,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701184,BUTTERFIELD RANCH,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701217,JULIAN OAKS CAMP,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701240,YOGA CENTER MOTHER'S KITCHEN,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701299,SCHOEPE SCOUT RESERVATION AT LOST VALLEY,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701341,QUIET OAKS MOBILE HOME PARK,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701380,CAMERON CORNERS,NC,D1,T1,SAN DIEGO  ,GW
CA3701390,LUX INN,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701407,SACRED MOUNTAIN INN,NC,D1,T1,SAN DIEGO  ,GW
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,C,D2,There are no treatment plants,SAN DIEGO  ,SWP
CA3701476,INDIAN HILLS CAMP,NC,NR,T1,SAN DIEGO  ,GW
CA3701567,SAN DIEGO MOUNTAIN LODGE,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701568,REY RIVER RANCH CORP.,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701588,JACUMBA VALLEY RANCH WATER COMPANY,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701594,FEATHERSTONE CANYON CHRISTIAN CAMP,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701694,PINEZANITA INC.,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701780,RICHARDSON BEARDSLEY PARK INC.,C,D1,Missing treatment classification in SDWIS,SAN DIEGO  ,GW
CA3701793,TWIN LAKES RESORT,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701826,MANZANITA DINER,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701837,WYNOLA WATER DISTRICT,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701882,OCOTILLO WELLS RV PARK & STORE,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701884,MOUNTAIN EMPIRE R.V. PARK AND CAMPGROUND,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701909,CUYAMACA OUTDOOR SCHOOL,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3701934,PINE VALLEY BIBLE CONFERENCE CENTER,C,D1,TD,SAN DIEGO  ,GW
CA3701961,PINE VALLEY TRAILER PARK,C,D1,TD,SAN DIEGO  ,GW
CA3701965,MATAGUAY SCOUT RESERVATION,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701982,PALOMAR CHRISTIAN CONFERENCE CENTER,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3701988,ALPINE OAKS ESTATES LLC,C,D1,TD,SAN DIEGO  ,GW
CA3701995,WILLOWSIDE TERRACE WATER ASSOCIATION,C,D1,TD,SAN DIEGO  ,GW
CA3702059,SKYLINE RANCH RV PARK & CAMPGROUND,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702104,MHC TT INC. (DBA PIO PICO),C,D1,T1,SAN DIEGO  ,GW
CA3702111,CALEXICO LODGE,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702181,KQ RANCH RESORT,NC,D1,TD,SAN DIEGO  ,GW
CA3702235,MOBILAND CAMPER PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702236,PALOMAR OBSERVATORY,C,D1,TD,SAN DIEGO  ,GW
CA3702237,BANNER SMALL WATER COMPANY,NC,D1,TD,SAN DIEGO  ,GW
CA3702283,MOUNT LAGUNA IMPROVEMENT ASSN.,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3702302,DESERT IRONWOODS RESORT INC.,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702319,CAMP WINACKA,NC,D1,T1,SAN DIEGO  ,GW
CA3702338,RAMONA OAKS RV RESORT,NTNC,D1,TD,SAN DIEGO  ,GW
CA3702354,WARNER SPRINGS ESTATES,C,D1,T1,SAN DIEGO  ,GW
CA3702364,CLOVER FLAT ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3702420,STAGECOACH TRAILS RV RESORT,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702459,CAMP OLIVER,NC,D1,T1,SAN DIEGO  ,GW
CA3702530,CAMP CEDAR GLEN,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702686,QUESTHAVEN MUNICIPAL WATER DISTRICT,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702703,DE ANZA SPRINGS RESORT,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702706,BOULEVARD PINES MOBILE HOME AND RV PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3702757,ND DANIEL'S INVESTMENT LLC,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705046,MUIR INDUSTRIES INC.,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705051,SUTHERLAND RESERVOIR RECREATION AREA,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705056,JESS MARTIN COUNTY PARK,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705058,SYCAMORE CANYON / GOODAN RANCH,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705059,SET FREE MINISTRIES,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705060,CAMPO GROUP LLC,NC,D1,T1,SAN DIEGO  ,GW
CA3705061,"CITY OF SAN DIEGO, CAMP MORENA",NC,D1,T1,SAN DIEGO  ,GW
CA3705063,CITY OF SAN DIEGO - EL CAPITAN RESERVOIR,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705065,OAKOASIS OPEN SPACE PRESERVE,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705068,ROUGH ACRES FOUNDATION,NC,D1,TD,SAN DIEGO  ,GW
CA3705070,WYNOLA FARMS WATER DISTRICT,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705071,ALPINE AMERICAN LEGION,NC,D1,TD,SAN DIEGO  ,GW
CA3705072,SANTA MARGARITA COUNTY PRESERVE,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705073,SAN YSIDRO HEALTH - MHFM,NTNC,D1,T1,SAN DIEGO  ,GW
CA3705074,DALEY RANCH,NC,D1,TD,SAN DIEGO  ,GW
CA3705075,BANDY CANYON RANCH CORP,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705076,NICKEL BEER WATER COMPANY,NC,D1,TD,SAN DIEGO  ,GW
CA3705077,SANTA YSABEL NATURE CENTER,NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3705078,DG CAMPO,NC,,There are no treatment plants,SAN DIEGO  ,GW
CA3710001,CAL-AM WATER CORONADO,C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710002,VALLECITOS WD,C,D5,There are no treatment plants,SAN DIEGO  ,SWP
CA3710004,"DEL MAR, CITY OF",C,D2,There are no treatment plants,SAN DIEGO  ,SWP
CA3710005,CARLSBAD MWD,C,D5,T2,SAN DIEGO  ,SWP
CA3710006,"ESCONDIDO, CITY OF",C,D5,T5,SAN DIEGO  ,SW
CA3710008,FALLBROOK PUD,C,D4,T3,SAN DIEGO  ,SWP
CA3710009,DESCANSO COMMUNITY WATER DISTRICT,C,D2,T2,SAN DIEGO  ,GW
CA3710010,HELIX WATER DISTRICT,C,D5,T5,SAN DIEGO  ,SW
CA3710011,JACUMBA COMMUNITY SD,C,D1,T1,SAN DIEGO  ,GW
CA3710012,RANCHO PAUMA MUTUAL WC,C,D1,TD,SAN DIEGO  ,GW
CA3710013,LAKESIDE WD,C,D4,T2,SAN DIEGO  ,SWP
CA3710014,"OCEANSIDE, CITY OF",C,D5,T5,SAN DIEGO  ,SWP
CA3710015,"POWAY, CITY OF",C,D5,T5,SAN DIEGO  ,SW
CA3710016,RAINBOW MUNICIPAL WD,C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710018,RINCON DEL DIABLO MWD (ID-1),C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710019,RAMONA MUNICIPAL WD,C,D4,TD,SAN DIEGO  ,SWP
CA3710020,"SAN DIEGO, CITY OF",C,D5,T5,SAN DIEGO  ,SW
CA3710021,SAN DIEGUITO WD,C,D3,There are no treatment plants,SAN DIEGO  ,SWP
CA3710023,SANTA FE I.D.,C,D4,T5,SAN DIEGO  ,SW
CA3710025,SWEETWATER AUTHORITY,C,D5,T5,SAN DIEGO  ,SW
CA3710026,VALLEY CENTER MWD,C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710027,VISTA IRRIGATION DISTRICT,C,D5,TD,SAN DIEGO  ,SW
CA3710029,OLIVENHAIN MWD,C,D5,T5,SAN DIEGO  ,SW
CA3710034,OTAY WATER DISTRICT,C,D5,T1,SAN DIEGO  ,SWP
CA3710036,BORREGO WD,C,D2,TD,SAN DIEGO  ,GW
CA3710037,PADRE DAM MWD,C,D5,There are no treatment plants,SAN DIEGO  ,SWP
CA3710039,PINE VALLEY MUTUAL WC,C,D2,T2,SAN DIEGO  ,GW
CA3710041,MAJESTIC PINES COMMUNITY SD,C,D2,T2,SAN DIEGO  ,GW
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,C,D5,T5,SAN DIEGO  ,SW
CA3710044,RINCON DEL DIABLO MWD (ID-A),C,D4,There are no treatment plants,SAN DIEGO  ,SWP
CA3710045,POSEIDON RESOURCES - CDP,C,NR,T5,SAN DIEGO  ,SW
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,C,D1,T3,SAN DIEGO  ,GU
CA3710048,GSA TECATE PORT OF ENTRY,NTNC,D1,TD,SAN DIEGO  ,GW
CA3710049,PINE VALLEY BORDER PATROL STATION,NTNC,D1,TD,SAN DIEGO  ,GW
CA3710050,"CALTRANS, TECATE CVEF",NC,NR,There are no treatment plants,SAN DIEGO  ,GW
CA3710051,DHS BOULEVARD BORDER PATROL,NTNC,D1,TD,SAN DIEGO  ,GW
CA3710052,DHS BORDER PATROL I-8 CHECKPOINT,NTNC,D1,TD,SAN DIEGO  ,GU
CA3710053,DHS BORDER PATROL HWY 94 CHECKPOINT,NTNC,D1,T2,SAN DIEGO  ,GU
CA3710301,OCOTILLO WELLS SVRA - HQ,NC,NR,TD,SAN DIEGO  ,GW
CA3710302,ANZA BORREGO SP - PALM CANYON,NC,NR,TD,SAN DIEGO  ,GW
CA3710305,ANZA BORREGO SP - HORSE CAMP,NC,NR,TD,SAN DIEGO  ,GW
CA3710306,ANZA BORREGO SP - TAMARISK GROVE,NC,NR,TD,SAN DIEGO  ,GW
CA3710311,CUYAMACA SP - PASO PICACHO,NC,NR,TD,SAN DIEGO  ,GU
CA3710312,CUYAMACA SP - GREEN VALLEY,NC,NR,TD,SAN DIEGO  ,GW
